"Notes"	"State"	"State Code"	"Year"	"Year Code"	"ICD Chapter"	"ICD Chapter Code"	Deaths	Population	Crude Rate	Age Adjusted Rate
	"Pennsylvania"	"42"	"2003"	"2003"	"External causes of morbidity and mortality"	"V01-Y89"	1378	12374658	11.1	11.4
	"Pennsylvania"	"42"	"2004"	"2004"	"External causes of morbidity and mortality"	"V01-Y89"	1539	12410722	12.4	12.7
	"Pennsylvania"	"42"	"2005"	"2005"	"External causes of morbidity and mortality"	"V01-Y89"	1609	12449990	12.9	13.1
	"Pennsylvania"	"42"	"2006"	"2006"	"External causes of morbidity and mortality"	"V01-Y89"	1630	12510809	13.0	13.4
	"Pennsylvania"	"42"	"2007"	"2007"	"External causes of morbidity and mortality"	"V01-Y89"	1730	12563937	13.8	13.8
	"Pennsylvania"	"42"	"2008"	"2008"	"External causes of morbidity and mortality"	"V01-Y89"	1843	12612285	14.6	14.8
	"Pennsylvania"	"42"	"2009"	"2009"	"External causes of morbidity and mortality"	"V01-Y89"	1904	12666858	15.0	15.2
	"Pennsylvania"	"42"	"2010"	"2010"	"External causes of morbidity and mortality"	"V01-Y89"	1913	12702379	15.1	15.3
	"Pennsylvania"	"42"	"2011"	"2011"	"External causes of morbidity and mortality"	"V01-Y89"	2281	12742886	17.9	18.2
	"Pennsylvania"	"42"	"2012"	"2012"	"External causes of morbidity and mortality"	"V01-Y89"	2357	12763536	18.5	18.9
	"Pennsylvania"	"42"	"2013"	"2013"	"External causes of morbidity and mortality"	"V01-Y89"	2422	12773801	19.0	19.4
	"Pennsylvania"	"42"	"2014"	"2014"	"External causes of morbidity and mortality"	"V01-Y89"	2727	12787209	21.3	21.9
	"Pennsylvania"	"42"	"2015"	"2015"	"External causes of morbidity and mortality"	"V01-Y89"	3260	12802503	25.5	26.3
	"Pennsylvania"	"42"	"2016"	"2016"	"External causes of morbidity and mortality"	"V01-Y89"	4609	12784227	36.1	37.7
	"Rhode Island"	"44"	"1999"	"1999"	"External causes of morbidity and mortality"	"V01-Y89"	58	1040402	5.6	5.5
	"Rhode Island"	"44"	"2000"	"2000"	"External causes of morbidity and mortality"	"V01-Y89"	74	1048319	7.1	7.0
	"Rhode Island"	"44"	"2001"	"2001"	"External causes of morbidity and mortality"	"V01-Y89"	110	1057142	10.4	10.2
	"Rhode Island"	"44"	"2002"	"2002"	"External causes of morbidity and mortality"	"V01-Y89"	99	1065995	9.3	9.3
	"Rhode Island"	"44"	"2003"	"2003"	"External causes of morbidity and mortality"	"V01-Y89"	146	1071342	13.6	13.7
	"Rhode Island"	"44"	"2004"	"2004"	"External causes of morbidity and mortality"	"V01-Y89"	106	1074579	9.9	9.8
	"Rhode Island"	"44"	"2005"	"2005"	"External causes of morbidity and mortality"	"V01-Y89"	156	1067916	14.6	14.3
	"Rhode Island"	"44"	"2006"	"2006"	"External causes of morbidity and mortality"	"V01-Y89"	175	1063096	16.5	16.4
	"Rhode Island"	"44"	"2007"	"2007"	"External causes of morbidity and mortality"	"V01-Y89"	135	1057315	12.8	12.4
	"Rhode Island"	"44"	"2008"	"2008"	"External causes of morbidity and mortality"	"V01-Y89"	185	1055003	17.5	17.3
	"Rhode Island"	"44"	"2009"	"2009"	"External causes of morbidity and mortality"	"V01-Y89"	161	1053646	15.3	14.8
	"Rhode Island"	"44"	"2010"	"2010"	"External causes of morbidity and mortality"	"V01-Y89"	167	1052567	15.9	15.5
	"Rhode Island"	"44"	"2011"	"2011"	"External causes of morbidity and mortality"	"V01-Y89"	190	1051302	18.1	17.7
	"Rhode Island"	"44"	"2012"	"2012"	"External causes of morbidity and mortality"	"V01-Y89"	196	1050292	18.7	18.2
	"Rhode Island"	"44"	"2013"	"2013"	"External causes of morbidity and mortality"	"V01-Y89"	241	1051511	22.9	22.4
	"Rhode Island"	"44"	"2014"	"2014"	"External causes of morbidity and mortality"	"V01-Y89"	247	1055173	23.4	23.4
	"Rhode Island"	"44"	"2015"	"2015"	"External causes of morbidity and mortality"	"V01-Y89"	310	1056298	29.3	28.2
	"Rhode Island"	"44"	"2016"	"2016"	"External causes of morbidity and mortality"	"V01-Y89"	326	1056426	30.9	30.8
	"South Carolina"	"45"	"1999"	"1999"	"External causes of morbidity and mortality"	"V01-Y89"	147	3974682	3.7	3.7
	"South Carolina"	"45"	"2000"	"2000"	"External causes of morbidity and mortality"	"V01-Y89"	258	4012012	6.4	6.5
	"South Carolina"	"45"	"2001"	"2001"	"External causes of morbidity and mortality"	"V01-Y89"	242	4064995	6.0	5.9
	"South Carolina"	"45"	"2002"	"2002"	"External causes of morbidity and mortality"	"V01-Y89"	217	4107795	5.3	5.3
	"South Carolina"	"45"	"2003"	"2003"	"External causes of morbidity and mortality"	"V01-Y89"	287	4150297	6.9	7.0
	"South Carolina"	"45"	"2004"	"2004"	"External causes of morbidity and mortality"	"V01-Y89"	354	4210921	8.4	8.4
	"South Carolina"	"45"	"2005"	"2005"	"External causes of morbidity and mortality"	"V01-Y89"	427	4270150	10.0	9.9
	"South Carolina"	"45"	"2006"	"2006"	"External causes of morbidity and mortality"	"V01-Y89"	552	4357847	12.7	12.7
	"South Carolina"	"45"	"2007"	"2007"	"External causes of morbidity and mortality"	"V01-Y89"	541	4444110	12.2	12.1
	"South Carolina"	"45"	"2008"	"2008"	"External causes of morbidity and mortality"	"V01-Y89"	564	4528996	12.5	12.5
	"South Carolina"	"45"	"2009"	"2009"	"External causes of morbidity and mortality"	"V01-Y89"	615	4589872	13.4	13.3
	"South Carolina"	"45"	"2010"	"2010"	"External causes of morbidity and mortality"	"V01-Y89"	676	4625364	14.6	14.6
	"South Carolina"	"45"	"2011"	"2011"	"External causes of morbidity and mortality"	"V01-Y89"	617	4679230	13.2	13.3
	"South Carolina"	"45"	"2012"	"2012"	"External causes of morbidity and mortality"	"V01-Y89"	586	4723723	12.4	12.4
	"South Carolina"	"45"	"2013"	"2013"	"External causes of morbidity and mortality"	"V01-Y89"	620	4774839	13.0	13.0
	"South Carolina"	"45"	"2014"	"2014"	"External causes of morbidity and mortality"	"V01-Y89"	698	4832482	14.4	14.4
	"South Carolina"	"45"	"2015"	"2015"	"External causes of morbidity and mortality"	"V01-Y89"	761	4896146	15.5	15.7
	"South Carolina"	"45"	"2016"	"2016"	"External causes of morbidity and mortality"	"V01-Y89"	876	4961119	17.7	18.0
	"South Dakota"	"46"	"1999"	"1999"	"External causes of morbidity and mortality"	"V01-Y89"	17	750412	Unreliable	Unreliable
	"South Dakota"	"46"	"2000"	"2000"	"External causes of morbidity and mortality"	"V01-Y89"	20	754844	2.6	2.8
	"South Dakota"	"46"	"2001"	"2001"	"External causes of morbidity and mortality"	"V01-Y89"	24	757972	3.2	3.2
	"South Dakota"	"46"	"2002"	"2002"	"External causes of morbidity and mortality"	"V01-Y89"	22	760020	2.9	3.1
	"South Dakota"	"46"	"2003"	"2003"	"External causes of morbidity and mortality"	"V01-Y89"	24	763729	3.1	3.3
	"South Dakota"	"46"	"2004"	"2004"	"External causes of morbidity and mortality"	"V01-Y89"	43	770396	5.6	5.8
	"South Dakota"	"46"	"2005"	"2005"	"External causes of morbidity and mortality"	"V01-Y89"	40	775493	5.2	5.5
	"South Dakota"	"46"	"2006"	"2006"	"External causes of morbidity and mortality"	"V01-Y89"	37	783033	4.7	5.1
	"South Dakota"	"46"	"2007"	"2007"	"External causes of morbidity and mortality"	"V01-Y89"	32	791623	4.0	4.1
	"South Dakota"	"46"	"2008"	"2008"	"External causes of morbidity and mortality"	"V01-Y89"	54	799124	6.8	7.3
	"South Dakota"	"46"	"2009"	"2009"	"External causes of morbidity and mortality"	"V01-Y89"	48	807067	5.9	6.5
	"South Dakota"	"46"	"2010"	"2010"	"External causes of morbidity and mortality"	"V01-Y89"	45	814180	5.5	6.3
	"South Dakota"	"46"	"2011"	"2011"	"External causes of morbidity and mortality"	"V01-Y89"	57	824082	6.9	7.1
	"South Dakota"	"46"	"2012"	"2012"	"External causes of morbidity and mortality"	"V01-Y89"	42	833354	5.0	5.5
	"South Dakota"	"46"	"2013"	"2013"	"External causes of morbidity and mortality"	"V01-Y89"	54	844877	6.4	6.8
	"South Dakota"	"46"	"2014"	"2014"	"External causes of morbidity and mortality"	"V01-Y89"	63	853175	7.4	7.8
	"South Dakota"	"46"	"2015"	"2015"	"External causes of morbidity and mortality"	"V01-Y89"	65	858469	7.6	8.4
	"South Dakota"	"46"	"2016"	"2016"	"External causes of morbidity and mortality"	"V01-Y89"	68	865454	7.9	8.3
	"Tennessee"	"47"	"1999"	"1999"	"External causes of morbidity and mortality"	"V01-Y89"	344	5638706	6.1	6.1
	"Tennessee"	"47"	"2000"	"2000"	"External causes of morbidity and mortality"	"V01-Y89"	397	5689283	7.0	6.9
	"Tennessee"	"47"	"2001"	"2001"	"External causes of morbidity and mortality"	"V01-Y89"	424	5750789	7.4	7.3
	"Tennessee"	"47"	"2002"	"2002"	"External causes of morbidity and mortality"	"V01-Y89"	491	5795918	8.5	8.5
	"Tennessee"	"47"	"2003"	"2003"	"External causes of morbidity and mortality"	"V01-Y89"	662	5847812	11.3	11.3
	"Tennessee"	"47"	"2004"	"2004"	"External causes of morbidity and mortality"	"V01-Y89"	763	5910809	12.9	12.8
	"Tennessee"	"47"	"2005"	"2005"	"External causes of morbidity and mortality"	"V01-Y89"	872	5991057	14.6	14.5
	"Tennessee"	"47"	"2006"	"2006"	"External causes of morbidity and mortality"	"V01-Y89"	973	6088766	16.0	16.0
	"Tennessee"	"47"	"2007"	"2007"	"External causes of morbidity and mortality"	"V01-Y89"	983	6175727	15.9	15.8
	"Tennessee"	"47"	"2008"	"2008"	"External causes of morbidity and mortality"	"V01-Y89"	934	6247411	15.0	14.7
	"Tennessee"	"47"	"2009"	"2009"	"External causes of morbidity and mortality"	"V01-Y89"	961	6306019	15.2	15.1
	"Tennessee"	"47"	"2010"	"2010"	"External causes of morbidity and mortality"	"V01-Y89"	1079	6346105	17.0	16.9
	"Tennessee"	"47"	"2011"	"2011"	"External causes of morbidity and mortality"	"V01-Y89"	1086	6403353	17.0	17.1
	"Tennessee"	"47"	"2012"	"2012"	"External causes of morbidity and mortality"	"V01-Y89"	1131	6456243	17.5	17.6
	"Tennessee"	"47"	"2013"	"2013"	"External causes of morbidity and mortality"	"V01-Y89"	1186	6495978	18.3	18.1
	"Tennessee"	"47"	"2014"	"2014"	"External causes of morbidity and mortality"	"V01-Y89"	1265	6549352	19.3	19.5
	"Tennessee"	"47"	"2015"	"2015"	"External causes of morbidity and mortality"	"V01-Y89"	1457	6600299	22.1	22.2
	"Tennessee"	"47"	"2016"	"2016"	"External causes of morbidity and mortality"	"V01-Y89"	1629	6651194	24.5	24.5
	"Texas"	"48"	"1999"	"1999"	"External causes of morbidity and mortality"	"V01-Y89"	1083	20558220	5.3	5.4
	"Texas"	"48"	"2000"	"2000"	"External causes of morbidity and mortality"	"V01-Y89"	1020	20851820	4.9	5.0
	"Texas"	"48"	"2001"	"2001"	"External causes of morbidity and mortality"	"V01-Y89"	1371	21319622	6.4	6.5
	"Texas"	"48"	"2002"	"2002"	"External causes of morbidity and mortality"	"V01-Y89"	1592	21690325	7.3	7.5
	"Texas"	"48"	"2003"	"2003"	"External causes of morbidity and mortality"	"V01-Y89"	1748	22030931	7.9	8.1
	"Texas"	"48"	"2004"	"2004"	"External causes of morbidity and mortality"	"V01-Y89"	1803	22394023	8.1	8.1
	"Texas"	"48"	"2005"	"2005"	"External causes of morbidity and mortality"	"V01-Y89"	1903	22778123	8.4	8.5
	"Texas"	"48"	"2006"	"2006"	"External causes of morbidity and mortality"	"V01-Y89"	2187	23359580	9.4	9.5
	"Texas"	"48"	"2007"	"2007"	"External causes of morbidity and mortality"	"V01-Y89"	2189	23831983	9.2	9.3
	"Texas"	"48"	"2008"	"2008"	"External causes of morbidity and mortality"	"V01-Y89"	2047	24309039	8.4	8.5
	"Texas"	"48"	"2009"	"2009"	"External causes of morbidity and mortality"	"V01-Y89"	2402	24801761	9.7	9.8
	"Texas"	"48"	"2010"	"2010"	"External causes of morbidity and mortality"	"V01-Y89"	2394	25145561	9.5	9.6
	"Texas"	"48"	"2011"	"2011"	"External causes of morbidity and mortality"	"V01-Y89"	2581	25674681	10.1	10.1
	"Texas"	"48"	"2012"	"2012"	"External causes of morbidity and mortality"	"V01-Y89"	2442	26059203	9.4	9.4
	"Texas"	"48"	"2013"	"2013"	"External causes of morbidity and mortality"	"V01-Y89"	2439	26448193	9.2	9.3
	"Texas"	"48"	"2014"	"2014"	"External causes of morbidity and mortality"	"V01-Y89"	2594	26956958	9.6	9.6
	"Texas"	"48"	"2015"	"2015"	"External causes of morbidity and mortality"	"V01-Y89"	2578	27469114	9.4	9.4
	"Texas"	"48"	"2016"	"2016"	"External causes of morbidity and mortality"	"V01-Y89"	2822	27862596	10.1	10.1
	"Utah"	"49"	"1999"	"1999"	"External causes of morbidity and mortality"	"V01-Y89"	203	2203482	9.2	10.5
	"Utah"	"49"	"2000"	"2000"	"External causes of morbidity and mortality"	"V01-Y89"	210	2233169	9.4	10.4
	"Utah"	"49"	"2001"	"2001"	"External causes of morbidity and mortality"	"V01-Y89"	208	2283715	9.1	10.4
	"Utah"	"49"	"2002"	"2002"	"External causes of morbidity and mortality"	"V01-Y89"	288	2324815	12.4	14.0
	"Utah"	"49"	"2003"	"2003"	"External causes of morbidity and mortality"	"V01-Y89"	352	2360137	14.9	16.1
	"Utah"	"49"	"2004"	"2004"	"External causes of morbidity and mortality"	"V01-Y89"	358	2401580	14.9	16.3
	"Utah"	"49"	"2005"	"2005"	"External causes of morbidity and mortality"	"V01-Y89"	435	2457719	17.7	19.2
	"Utah"	"49"	"2006"	"2006"	"External causes of morbidity and mortality"	"V01-Y89"	444	2525507	17.6	19.1
	"Utah"	"49"	"2007"	"2007"	"External causes of morbidity and mortality"	"V01-Y89"	511	2597746	19.7	21.3
	"Utah"	"49"	"2008"	"2008"	"External causes of morbidity and mortality"	"V01-Y89"	468	2663029	17.6	19.0
	"Utah"	"49"	"2009"	"2009"	"External causes of morbidity and mortality"	"V01-Y89"	478	2723421	17.6	19.1
	"Utah"	"49"	"2010"	"2010"	"External causes of morbidity and mortality"	"V01-Y89"	433	2763885	15.7	16.9
	"Utah"	"49"	"2011"	"2011"	"External causes of morbidity and mortality"	"V01-Y89"	504	2817222	17.9	19.5
	"Utah"	"49"	"2012"	"2012"	"External causes of morbidity and mortality"	"V01-Y89"	601	2855287	21.0	23.1
	"Utah"	"49"	"2013"	"2013"	"External causes of morbidity and mortality"	"V01-Y89"	593	2900872	20.4	22.0
	"Utah"	"49"	"2014"	"2014"	"External causes of morbidity and mortality"	"V01-Y89"	602	2942902	20.5	22.4
	"Utah"	"49"	"2015"	"2015"	"External causes of morbidity and mortality"	"V01-Y89"	646	2995919	21.6	23.4
	"Utah"	"49"	"2016"	"2016"	"External causes of morbidity and mortality"	"V01-Y89"	635	3051217	20.8	22.4
	"Vermont"	"50"	"1999"	"1999"	"External causes of morbidity and mortality"	"V01-Y89"	29	604683	4.8	4.7
	"Vermont"	"50"	"2000"	"2000"	"External causes of morbidity and mortality"	"V01-Y89"	36	608827	5.9	5.8
	"Vermont"	"50"	"2001"	"2001"	"External causes of morbidity and mortality"	"V01-Y89"	44	612223	7.2	7.1
	"Vermont"	"50"	"2002"	"2002"	"External causes of morbidity and mortality"	"V01-Y89"	47	615442	7.6	7.5
	"Vermont"	"50"	"2003"	"2003"	"External causes of morbidity and mortality"	"V01-Y89"	65	617858	10.5	10.2
	"Vermont"	"50"	"2004"	"2004"	"External causes of morbidity and mortality"	"V01-Y89"	50	619920	8.1	8.0
	"Vermont"	"50"	"2005"	"2005"	"External causes of morbidity and mortality"	"V01-Y89"	53	621215	8.5	8.5
	"Vermont"	"50"	"2006"	"2006"	"External causes of morbidity and mortality"	"V01-Y89"	75	622892	12.0	12.2
	"Vermont"	"50"	"2007"	"2007"	"External causes of morbidity and mortality"	"V01-Y89"	66	623481	10.6	10.8
	"Vermont"	"50"	"2008"	"2008"	"External causes of morbidity and mortality"	"V01-Y89"	73	624151	11.7	10.9
	"Vermont"	"50"	"2009"	"2009"	"External causes of morbidity and mortality"	"V01-Y89"	55	624817	8.8	8.3
	"Vermont"	"50"	"2010"	"2010"	"External causes of morbidity and mortality"	"V01-Y89"	62	625741	9.9	9.5
	"Vermont"	"50"	"2011"	"2011"	"External causes of morbidity and mortality"	"V01-Y89"	83	626431	13.2	12.9
	"Vermont"	"50"	"2012"	"2012"	"External causes of morbidity and mortality"	"V01-Y89"	70	626011	11.2	10.9
	"Vermont"	"50"	"2013"	"2013"	"External causes of morbidity and mortality"	"V01-Y89"	93	626630	14.8	15.1
	"Vermont"	"50"	"2014"	"2014"	"External causes of morbidity and mortality"	"V01-Y89"	83	626562	13.2	13.9
	"Vermont"	"50"	"2015"	"2015"	"External causes of morbidity and mortality"	"V01-Y89"	99	626042	15.8	16.7
	"Vermont"	"50"	"2016"	"2016"	"External causes of morbidity and mortality"	"V01-Y89"	125	624594	20.0	22.2
	"Virginia"	"51"	"1999"	"1999"	"External causes of morbidity and mortality"	"V01-Y89"	366	7000174	5.2	5.0
	"Virginia"	"51"	"2000"	"2000"	"External causes of morbidity and mortality"	"V01-Y89"	410	7078515	5.8	5.6
	"Virginia"	"51"	"2001"	"2001"	"External causes of morbidity and mortality"	"V01-Y89"	457	7198362	6.3	6.1
	"Virginia"	"51"	"2002"	"2002"	"External causes of morbidity and mortality"	"V01-Y89"	509	7286873	7.0	6.8
	"Virginia"	"51"	"2003"	"2003"	"External causes of morbidity and mortality"	"V01-Y89"	547	7366977	7.4	7.2
	"Virginia"	"51"	"2004"	"2004"	"External causes of morbidity and mortality"	"V01-Y89"	558	7475575	7.5	7.3
	"Virginia"	"51"	"2005"	"2005"	"External causes of morbidity and mortality"	"V01-Y89"	581	7577105	7.7	7.5
	"Virginia"	"51"	"2006"	"2006"	"External causes of morbidity and mortality"	"V01-Y89"	627	7673725	8.2	8.0
	"Virginia"	"51"	"2007"	"2007"	"External causes of morbidity and mortality"	"V01-Y89"	699	7751000	9.0	8.9
	"Virginia"	"51"	"2008"	"2008"	"External causes of morbidity and mortality"	"V01-Y89"	718	7833496	9.2	9.0
	"Virginia"	"51"	"2009"	"2009"	"External causes of morbidity and mortality"	"V01-Y89"	684	7925937	8.6	8.5
	"Virginia"	"51"	"2010"	"2010"	"External causes of morbidity and mortality"	"V01-Y89"	557	8001024	7.0	6.8
	"Virginia"	"51"	"2011"	"2011"	"External causes of morbidity and mortality"	"V01-Y89"	797	8096604	9.8	9.7
	"Virginia"	"51"	"2012"	"2012"	"External causes of morbidity and mortality"	"V01-Y89"	733	8185867	9.0	8.9
	"Virginia"	"51"	"2013"	"2013"	"External causes of morbidity and mortality"	"V01-Y89"	854	8260405	10.3	10.2
	"Virginia"	"51"	"2014"	"2014"	"External causes of morbidity and mortality"	"V01-Y89"	980	8326289	11.8	11.7
	"Virginia"	"51"	"2015"	"2015"	"External causes of morbidity and mortality"	"V01-Y89"	1039	8382993	12.4	12.4
	"Virginia"	"51"	"2016"	"2016"	"External causes of morbidity and mortality"	"V01-Y89"	1405	8411808	16.7	16.7
	"Washington"	"53"	"1999"	"1999"	"External causes of morbidity and mortality"	"V01-Y89"	549	5842564	9.4	9.2
	"Washington"	"53"	"2000"	"2000"	"External causes of morbidity and mortality"	"V01-Y89"	554	5894121	9.4	9.2
	"Washington"	"53"	"2001"	"2001"	"External causes of morbidity and mortality"	"V01-Y89"	499	5985722	8.3	8.1
	"Washington"	"53"	"2002"	"2002"	"External causes of morbidity and mortality"	"V01-Y89"	641	6052349	10.6	10.4
	"Washington"	"53"	"2003"	"2003"	"External causes of morbidity and mortality"	"V01-Y89"	696	6104115	11.4	11.1
	"Washington"	"53"	"2004"	"2004"	"External causes of morbidity and mortality"	"V01-Y89"	809	6178645	13.1	12.7
	"Washington"	"53"	"2005"	"2005"	"External causes of morbidity and mortality"	"V01-Y89"	849	6257305	13.6	13.0
	"Washington"	"53"	"2006"	"2006"	"External causes of morbidity and mortality"	"V01-Y89"	893	6370753	14.0	13.5
	"Washington"	"53"	"2007"	"2007"	"External causes of morbidity and mortality"	"V01-Y89"	961	6461587	14.9	14.4
	"Washington"	"53"	"2008"	"2008"	"External causes of morbidity and mortality"	"V01-Y89"	1009	6562231	15.4	14.7
	"Washington"	"53"	"2009"	"2009"	"External causes of morbidity and mortality"	"V01-Y89"	986	6667426	14.8	14.3
	"Washington"	"53"	"2010"	"2010"	"External causes of morbidity and mortality"	"V01-Y89"	915	6724540	13.6	13.1
	"Washington"	"53"	"2011"	"2011"	"External causes of morbidity and mortality"	"V01-Y89"	994	6830038	14.6	14.1
	"Washington"	"53"	"2012"	"2012"	"External causes of morbidity and mortality"	"V01-Y89"	985	6897012	14.3	13.7
	"Washington"	"53"	"2013"	"2013"	"External causes of morbidity and mortality"	"V01-Y89"	967	6971406	13.9	13.4
	"Washington"	"53"	"2014"	"2014"	"External causes of morbidity and mortality"	"V01-Y89"	979	7061530	13.9	13.3
	"Washington"	"53"	"2015"	"2015"	"External causes of morbidity and mortality"	"V01-Y89"	1094	7170351	15.3	14.7
	"Washington"	"53"	"2016"	"2016"	"External causes of morbidity and mortality"	"V01-Y89"	1102	7288000	15.1	14.5
	"West Virginia"	"54"	"1999"	"1999"	"External causes of morbidity and mortality"	"V01-Y89"	75	1811799	4.1	4.1
	"West Virginia"	"54"	"2000"	"2000"	"External causes of morbidity and mortality"	"V01-Y89"	113	1808344	6.2	6.2
	"West Virginia"	"54"	"2001"	"2001"	"External causes of morbidity and mortality"	"V01-Y89"	206	1801481	11.4	11.5
	"West Virginia"	"54"	"2002"	"2002"	"External causes of morbidity and mortality"	"V01-Y89"	229	1805414	12.7	12.9
	"West Virginia"	"54"	"2003"	"2003"	"External causes of morbidity and mortality"	"V01-Y89"	261	1812295	14.4	15.1
	"West Virginia"	"54"	"2004"	"2004"	"External causes of morbidity and mortality"	"V01-Y89"	333	1816438	18.3	18.8
	"West Virginia"	"54"	"2005"	"2005"	"External causes of morbidity and mortality"	"V01-Y89"	184	1820492	10.1	10.5
	"West Virginia"	"54"	"2006"	"2006"	"External causes of morbidity and mortality"	"V01-Y89"	362	1827912	19.8	20.4
	"West Virginia"	"54"	"2007"	"2007"	"External causes of morbidity and mortality"	"V01-Y89"	397	1834052	21.6	22.4
	"West Virginia"	"54"	"2008"	"2008"	"External causes of morbidity and mortality"	"V01-Y89"	457	1840310	24.8	25.6
	"West Virginia"	"54"	"2009"	"2009"	"External causes of morbidity and mortality"	"V01-Y89"	226	1847775	12.2	12.4
	"West Virginia"	"54"	"2010"	"2010"	"External causes of morbidity and mortality"	"V01-Y89"	511	1852994	27.6	28.8
	"West Virginia"	"54"	"2011"	"2011"	"External causes of morbidity and mortality"	"V01-Y89"	634	1855364	34.2	36.2
	"West Virginia"	"54"	"2012"	"2012"	"External causes of morbidity and mortality"	"V01-Y89"	558	1855413	30.1	32.0
	"West Virginia"	"54"	"2013"	"2013"	"External causes of morbidity and mortality"	"V01-Y89"	569	1854304	30.7	32.1
	"West Virginia"	"54"	"2014"	"2014"	"External causes of morbidity and mortality"	"V01-Y89"	627	1850326	33.9	35.5
	"West Virginia"	"54"	"2015"	"2015"	"External causes of morbidity and mortality"	"V01-Y89"	724	1844128	39.3	41.5
	"West Virginia"	"54"	"2016"	"2016"	"External causes of morbidity and mortality"	"V01-Y89"	884	1831102	48.3	52.0
	"Wisconsin"	"55"	"1999"	"1999"	"External causes of morbidity and mortality"	"V01-Y89"	212	5332666	4.0	4.0
	"Wisconsin"	"55"	"2000"	"2000"	"External causes of morbidity and mortality"	"V01-Y89"	248	5363675	4.6	4.6
	"Wisconsin"	"55"	"2001"	"2001"	"External causes of morbidity and mortality"	"V01-Y89"	268	5406835	5.0	4.9
	"Wisconsin"	"55"	"2002"	"2002"	"External causes of morbidity and mortality"	"V01-Y89"	339	5445162	6.2	6.2
	"Wisconsin"	"55"	"2003"	"2003"	"External causes of morbidity and mortality"	"V01-Y89"	382	5479203	7.0	7.0
	"Wisconsin"	"55"	"2004"	"2004"	"External causes of morbidity and mortality"	"V01-Y89"	436	5514026	7.9	7.8
	"Wisconsin"	"55"	"2005"	"2005"	"External causes of morbidity and mortality"	"V01-Y89"	516	5546166	9.3	9.3
	"Wisconsin"	"55"	"2006"	"2006"	"External causes of morbidity and mortality"	"V01-Y89"	588	5577655	10.5	10.5
	"Wisconsin"	"55"	"2007"	"2007"	"External causes of morbidity and mortality"	"V01-Y89"	619	5610775	11.0	11.0
	"Wisconsin"	"55"	"2008"	"2008"	"External causes of morbidity and mortality"	"V01-Y89"	605	5640996	10.7	10.6
	"Wisconsin"	"55"	"2009"	"2009"	"External causes of morbidity and mortality"	"V01-Y89"	630	5669264	11.1	10.9
	"Wisconsin"	"55"	"2010"	"2010"	"External causes of morbidity and mortality"	"V01-Y89"	628	5686986	11.0	10.9
	"Wisconsin"	"55"	"2011"	"2011"	"External causes of morbidity and mortality"	"V01-Y89"	694	5711767	12.2	12.0
	"Wisconsin"	"55"	"2012"	"2012"	"External causes of morbidity and mortality"	"V01-Y89"	690	5726398	12.0	12.2
	"Wisconsin"	"55"	"2013"	"2013"	"External causes of morbidity and mortality"	"V01-Y89"	855	5742713	14.9	15.0
	"Wisconsin"	"55"	"2014"	"2014"	"External causes of morbidity and mortality"	"V01-Y89"	850	5757564	14.8	15.0
	"Wisconsin"	"55"	"2015"	"2015"	"External causes of morbidity and mortality"	"V01-Y89"	878	5771337	15.2	15.5
	"Wisconsin"	"55"	"2016"	"2016"	"External causes of morbidity and mortality"	"V01-Y89"	1073	5778708	18.6	19.3
	"Wyoming"	"56"	"1999"	"1999"	"External causes of morbidity and mortality"	"V01-Y89"	20	491780	4.1	4.1
	"Wyoming"	"56"	"2000"	"2000"	"External causes of morbidity and mortality"	"V01-Y89"	21	493782	4.3	4.4
	"Wyoming"	"56"	"2001"	"2001"	"External causes of morbidity and mortality"	"V01-Y89"	22	494657	4.4	4.5
	"Wyoming"	"56"	"2002"	"2002"	"External causes of morbidity and mortality"	"V01-Y89"	34	500017	6.8	6.9
	"Wyoming"	"56"	"2003"	"2003"	"External causes of morbidity and mortality"	"V01-Y89"	30	503453	6.0	5.9
	"Wyoming"	"56"	"2004"	"2004"	"External causes of morbidity and mortality"	"V01-Y89"	46	509106	9.0	9.1
	"Wyoming"	"56"	"2005"	"2005"	"External causes of morbidity and mortality"	"V01-Y89"	26	514157	5.1	4.9
	"Wyoming"	"56"	"2006"	"2006"	"External causes of morbidity and mortality"	"V01-Y89"	55	522667	10.5	10.6
	"Wyoming"	"56"	"2007"	"2007"	"External causes of morbidity and mortality"	"V01-Y89"	62	534876	11.6	12.1
	"Wyoming"	"56"	"2008"	"2008"	"External causes of morbidity and mortality"	"V01-Y89"	71	546043	13.0	13.5
	"Wyoming"	"56"	"2009"	"2009"	"External causes of morbidity and mortality"	"V01-Y89"	60	559851	10.7	11.0
	"Wyoming"	"56"	"2010"	"2010"	"External causes of morbidity and mortality"	"V01-Y89"	85	563626	15.1	15.0
	"Wyoming"	"56"	"2011"	"2011"	"External causes of morbidity and mortality"	"V01-Y89"	85	568158	15.0	15.2
	"Wyoming"	"56"	"2012"	"2012"	"External causes of morbidity and mortality"	"V01-Y89"	98	576412	17.0	16.8
	"Wyoming"	"56"	"2013"	"2013"	"External causes of morbidity and mortality"	"V01-Y89"	98	582658	16.8	17.2
	"Wyoming"	"56"	"2014"	"2014"	"External causes of morbidity and mortality"	"V01-Y89"	108	584153	18.5	19.2
	"Wyoming"	"56"	"2015"	"2015"	"External causes of morbidity and mortality"	"V01-Y89"	96	586107	16.4	16.4
