	"Multiple Cause of death"	"Multiple Cause of death Code"	"State"	"State Code"	"County"	"County Code"	"Year"	"Year Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Heroin"	"T40.1"	"Washington"	"53"	"King County, WA"	"53033"	"2014"	"2014"	"Oct., 2014"	"2014/10"	15	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Washington"	"53"	"King County, WA"	"53033"	"2014"	"2014"	"Nov., 2014"	"2014/11"	14	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Washington"	"53"	"King County, WA"	"53033"	"2014"	"2014"	"Dec., 2014"	"2014/12"	12	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Washington"	"53"	"King County, WA"	"53033"	"2015"	"2015"	"Feb., 2015"	"2015/02"	13	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Washington"	"53"	"King County, WA"	"53033"	"2015"	"2015"	"Mar., 2015"	"2015/03"	13	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Washington"	"53"	"King County, WA"	"53033"	"2015"	"2015"	"Aug., 2015"	"2015/08"	11	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Washington"	"53"	"King County, WA"	"53033"	"2015"	"2015"	"Sep., 2015"	"2015/09"	13	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Washington"	"53"	"King County, WA"	"53033"	"2015"	"2015"	"Oct., 2015"	"2015/10"	12	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Washington"	"53"	"King County, WA"	"53033"	"2015"	"2015"	"Dec., 2015"	"2015/12"	13	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Washington"	"53"	"King County, WA"	"53033"	"2016"	"2016"	"Jan., 2016"	"2016/01"	12	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Washington"	"53"	"King County, WA"	"53033"	"2016"	"2016"	"Mar., 2016"	"2016/03"	10	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Washington"	"53"	"King County, WA"	"53033"	"2016"	"2016"	"Apr., 2016"	"2016/04"	13	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Washington"	"53"	"King County, WA"	"53033"	"2016"	"2016"	"Jun., 2016"	"2016/06"	14	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Washington"	"53"	"King County, WA"	"53033"	"2016"	"2016"	"Jul., 2016"	"2016/07"	14	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Washington"	"53"	"King County, WA"	"53033"	"2016"	"2016"	"Dec., 2016"	"2016/12"	13	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Wisconsin"	"55"	"Dane County, WI"	"55025"	"2016"	"2016"	"Oct., 2016"	"2016/10"	12	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Wisconsin"	"55"	"Milwaukee County, WI"	"55079"	"2013"	"2013"	"Mar., 2013"	"2013/03"	10	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Wisconsin"	"55"	"Milwaukee County, WI"	"55079"	"2014"	"2014"	"Mar., 2014"	"2014/03"	10	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Wisconsin"	"55"	"Milwaukee County, WI"	"55079"	"2014"	"2014"	"Apr., 2014"	"2014/04"	11	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Wisconsin"	"55"	"Milwaukee County, WI"	"55079"	"2014"	"2014"	"Jun., 2014"	"2014/06"	10	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Wisconsin"	"55"	"Milwaukee County, WI"	"55079"	"2014"	"2014"	"Nov., 2014"	"2014/11"	13	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Wisconsin"	"55"	"Milwaukee County, WI"	"55079"	"2014"	"2014"	"Dec., 2014"	"2014/12"	13	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Wisconsin"	"55"	"Milwaukee County, WI"	"55079"	"2015"	"2015"	"Mar., 2015"	"2015/03"	12	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Wisconsin"	"55"	"Milwaukee County, WI"	"55079"	"2015"	"2015"	"Apr., 2015"	"2015/04"	11	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Wisconsin"	"55"	"Milwaukee County, WI"	"55079"	"2015"	"2015"	"Jun., 2015"	"2015/06"	11	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Wisconsin"	"55"	"Milwaukee County, WI"	"55079"	"2015"	"2015"	"Aug., 2015"	"2015/08"	10	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Wisconsin"	"55"	"Milwaukee County, WI"	"55079"	"2015"	"2015"	"Sep., 2015"	"2015/09"	11	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Wisconsin"	"55"	"Milwaukee County, WI"	"55079"	"2015"	"2015"	"Dec., 2015"	"2015/12"	15	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Wisconsin"	"55"	"Milwaukee County, WI"	"55079"	"2016"	"2016"	"Feb., 2016"	"2016/02"	12	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Wisconsin"	"55"	"Milwaukee County, WI"	"55079"	"2016"	"2016"	"Mar., 2016"	"2016/03"	13	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Wisconsin"	"55"	"Milwaukee County, WI"	"55079"	"2016"	"2016"	"May, 2016"	"2016/05"	11	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Wisconsin"	"55"	"Milwaukee County, WI"	"55079"	"2016"	"2016"	"Jul., 2016"	"2016/07"	18	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Wisconsin"	"55"	"Milwaukee County, WI"	"55079"	"2016"	"2016"	"Aug., 2016"	"2016/08"	14	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Wisconsin"	"55"	"Milwaukee County, WI"	"55079"	"2016"	"2016"	"Sep., 2016"	"2016/09"	16	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Wisconsin"	"55"	"Milwaukee County, WI"	"55079"	"2016"	"2016"	"Oct., 2016"	"2016/10"	10	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Wisconsin"	"55"	"Milwaukee County, WI"	"55079"	"2016"	"2016"	"Nov., 2016"	"2016/11"	13	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Wisconsin"	"55"	"Milwaukee County, WI"	"55079"	"2016"	"2016"	"Dec., 2016"	"2016/12"	10	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2002"	"2002"	"Jan., 2002"	"2002/01"	16	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2002"	"2002"	"Feb., 2002"	"2002/02"	10	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2002"	"2002"	"Mar., 2002"	"2002/03"	15	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2002"	"2002"	"Apr., 2002"	"2002/04"	13	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2002"	"2002"	"Oct., 2002"	"2002/10"	11	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2003"	"2003"	"Mar., 2003"	"2003/03"	15	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2003"	"2003"	"May, 2003"	"2003/05"	10	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2003"	"2003"	"Aug., 2003"	"2003/08"	11	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2004"	"2004"	"Jan., 2004"	"2004/01"	10	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2004"	"2004"	"Feb., 2004"	"2004/02"	13	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2004"	"2004"	"Mar., 2004"	"2004/03"	14	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2004"	"2004"	"Apr., 2004"	"2004/04"	17	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2004"	"2004"	"May, 2004"	"2004/05"	13	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2004"	"2004"	"Nov., 2004"	"2004/11"	11	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2004"	"2004"	"Dec., 2004"	"2004/12"	10	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2005"	"2005"	"Feb., 2005"	"2005/02"	11	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2005"	"2005"	"Mar., 2005"	"2005/03"	16	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2005"	"2005"	"May, 2005"	"2005/05"	16	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2005"	"2005"	"Jun., 2005"	"2005/06"	16	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2005"	"2005"	"Jul., 2005"	"2005/07"	10	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2005"	"2005"	"Aug., 2005"	"2005/08"	11	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2005"	"2005"	"Sep., 2005"	"2005/09"	10	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2006"	"2006"	"Jan., 2006"	"2006/01"	13	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2006"	"2006"	"Feb., 2006"	"2006/02"	11	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2006"	"2006"	"Mar., 2006"	"2006/03"	17	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2006"	"2006"	"Apr., 2006"	"2006/04"	10	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2006"	"2006"	"May, 2006"	"2006/05"	19	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2006"	"2006"	"Jun., 2006"	"2006/06"	13	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2006"	"2006"	"Aug., 2006"	"2006/08"	10	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2006"	"2006"	"Sep., 2006"	"2006/09"	27	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2006"	"2006"	"Oct., 2006"	"2006/10"	11	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2006"	"2006"	"Nov., 2006"	"2006/11"	14	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2007"	"2007"	"Jan., 2007"	"2007/01"	17	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2007"	"2007"	"Feb., 2007"	"2007/02"	21	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2007"	"2007"	"Mar., 2007"	"2007/03"	17	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2007"	"2007"	"Apr., 2007"	"2007/04"	20	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2007"	"2007"	"May, 2007"	"2007/05"	14	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2007"	"2007"	"Jun., 2007"	"2007/06"	28	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2007"	"2007"	"Jul., 2007"	"2007/07"	27	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2007"	"2007"	"Aug., 2007"	"2007/08"	20	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2007"	"2007"	"Sep., 2007"	"2007/09"	14	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2007"	"2007"	"Oct., 2007"	"2007/10"	15	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2007"	"2007"	"Nov., 2007"	"2007/11"	16	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2007"	"2007"	"Dec., 2007"	"2007/12"	19	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2008"	"2008"	"Jan., 2008"	"2008/01"	18	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2008"	"2008"	"Feb., 2008"	"2008/02"	10	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2008"	"2008"	"Mar., 2008"	"2008/03"	19	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2008"	"2008"	"Apr., 2008"	"2008/04"	16	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2008"	"2008"	"May, 2008"	"2008/05"	10	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2008"	"2008"	"Jul., 2008"	"2008/07"	11	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2008"	"2008"	"Aug., 2008"	"2008/08"	11	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2009"	"2009"	"Jan., 2009"	"2009/01"	19	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2009"	"2009"	"Feb., 2009"	"2009/02"	11	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2009"	"2009"	"Mar., 2009"	"2009/03"	17	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2009"	"2009"	"Apr., 2009"	"2009/04"	14	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2009"	"2009"	"May, 2009"	"2009/05"	16	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2009"	"2009"	"Jun., 2009"	"2009/06"	15	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2009"	"2009"	"Jul., 2009"	"2009/07"	13	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2009"	"2009"	"Aug., 2009"	"2009/08"	11	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2009"	"2009"	"Sep., 2009"	"2009/09"	13	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2009"	"2009"	"Oct., 2009"	"2009/10"	20	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2009"	"2009"	"Nov., 2009"	"2009/11"	17	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2009"	"2009"	"Dec., 2009"	"2009/12"	21	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2010"	"2010"	"Jan., 2010"	"2010/01"	13	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2010"	"2010"	"Feb., 2010"	"2010/02"	22	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2010"	"2010"	"Mar., 2010"	"2010/03"	10	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2010"	"2010"	"Apr., 2010"	"2010/04"	18	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2010"	"2010"	"May, 2010"	"2010/05"	12	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2010"	"2010"	"Jun., 2010"	"2010/06"	10	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2010"	"2010"	"Jul., 2010"	"2010/07"	19	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2010"	"2010"	"Aug., 2010"	"2010/08"	14	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2010"	"2010"	"Sep., 2010"	"2010/09"	17	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2010"	"2010"	"Nov., 2010"	"2010/11"	17	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2010"	"2010"	"Dec., 2010"	"2010/12"	24	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2011"	"2011"	"Jan., 2011"	"2011/01"	10	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2011"	"2011"	"Feb., 2011"	"2011/02"	15	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2011"	"2011"	"Mar., 2011"	"2011/03"	15	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2011"	"2011"	"Apr., 2011"	"2011/04"	16	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2011"	"2011"	"May, 2011"	"2011/05"	18	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2011"	"2011"	"Jun., 2011"	"2011/06"	13	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2011"	"2011"	"Jul., 2011"	"2011/07"	11	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2011"	"2011"	"Aug., 2011"	"2011/08"	14	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2011"	"2011"	"Oct., 2011"	"2011/10"	18	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2011"	"2011"	"Nov., 2011"	"2011/11"	14	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2011"	"2011"	"Dec., 2011"	"2011/12"	13	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2012"	"2012"	"Jan., 2012"	"2012/01"	10	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2012"	"2012"	"Feb., 2012"	"2012/02"	10	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2012"	"2012"	"Mar., 2012"	"2012/03"	10	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2012"	"2012"	"Apr., 2012"	"2012/04"	11	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2012"	"2012"	"May, 2012"	"2012/05"	14	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2012"	"2012"	"Jun., 2012"	"2012/06"	17	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2012"	"2012"	"Aug., 2012"	"2012/08"	13	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2012"	"2012"	"Nov., 2012"	"2012/11"	11	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2012"	"2012"	"Dec., 2012"	"2012/12"	10	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2013"	"2013"	"Jan., 2013"	"2013/01"	16	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2013"	"2013"	"Feb., 2013"	"2013/02"	16	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2013"	"2013"	"Mar., 2013"	"2013/03"	10	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2013"	"2013"	"Apr., 2013"	"2013/04"	16	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2013"	"2013"	"May, 2013"	"2013/05"	14	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2013"	"2013"	"Aug., 2013"	"2013/08"	14	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2013"	"2013"	"Oct., 2013"	"2013/10"	10	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2013"	"2013"	"Nov., 2013"	"2013/11"	17	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2013"	"2013"	"Dec., 2013"	"2013/12"	17	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2014"	"2014"	"Jan., 2014"	"2014/01"	16	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2014"	"2014"	"Feb., 2014"	"2014/02"	11	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2014"	"2014"	"Mar., 2014"	"2014/03"	14	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2014"	"2014"	"Jun., 2014"	"2014/06"	14	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2014"	"2014"	"Jul., 2014"	"2014/07"	10	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2014"	"2014"	"Aug., 2014"	"2014/08"	13	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2014"	"2014"	"Sep., 2014"	"2014/09"	13	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2014"	"2014"	"Nov., 2014"	"2014/11"	23	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2014"	"2014"	"Dec., 2014"	"2014/12"	12	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2015"	"2015"	"Jan., 2015"	"2015/01"	14	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2015"	"2015"	"Mar., 2015"	"2015/03"	13	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2015"	"2015"	"May, 2015"	"2015/05"	15	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2015"	"2015"	"Jun., 2015"	"2015/06"	12	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2015"	"2015"	"Aug., 2015"	"2015/08"	14	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2015"	"2015"	"Sep., 2015"	"2015/09"	12	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2015"	"2015"	"Oct., 2015"	"2015/10"	14	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2015"	"2015"	"Nov., 2015"	"2015/11"	11	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2015"	"2015"	"Dec., 2015"	"2015/12"	10	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2016"	"2016"	"Jan., 2016"	"2016/01"	10	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2016"	"2016"	"Feb., 2016"	"2016/02"	15	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2016"	"2016"	"Apr., 2016"	"2016/04"	15	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2016"	"2016"	"Sep., 2016"	"2016/09"	14	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Utah"	"49"	"Salt Lake County, UT"	"49035"	"2000"	"2000"	"Aug., 2000"	"2000/08"	12	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Utah"	"49"	"Salt Lake County, UT"	"49035"	"2005"	"2005"	"Feb., 2005"	"2005/02"	10	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Utah"	"49"	"Salt Lake County, UT"	"49035"	"2005"	"2005"	"Jul., 2005"	"2005/07"	11	Not Applicable	Not Applicable
